source,1,2,3,4,5,6,7,8,9,10,11,12
大紀元時報（香港）,0.0,1.2673410404624277,1.106936416184971,0.964306358381504,0.878115942028986,0.817919075144309,0.7564182194617972,0.7150942747040061,0.6788535645472852,0.6480091613812855,0.6181288099655319,0.5927969959034093,
香港輕新聞 LiteNews.hk,0.0,1.2130434782608697,1.0152173913043478,0.9986956521739127,0.9460869565217391,0.8816149068322784,0.8316770186336266,0.7909995894908259,0.7653017241379646,0.7490118577074966,0.7229249011855164,0.709181443556367,
突發最前線,0.0,1.293103448275862,1.1787790697674418,1.0562146892655364,0.9870786516853935,0.9219903691813705,0.8501020408163945,0.8086343732894838,0.7734104046241671,0.7436363636363594,0.7053646934461331,0.6630138154528281,
EJ Insight,0.0,1.2341549295774648,1.1070175438596492,1.0301418439716323,0.9722807017543854,0.909777102330234,0.8527102330293231,0.8079673565539609,0.7657801418440549,0.7303573368089606,0.6920414105469379,0.6652765416399553,
The Standard 英文虎報,0.0,0.6730769230769231,0.7274193548387097,0.6012820512820514,0.5301948051948053,0.45278293135440256,0.4235853432280975,0.3826144093996804,0.34599567099547335,0.31279024006344486,0.2881936245569896,0.2640427754061754,
StartupBeat,0.0,1.3833333333333333,1.2777777777777777,1.2558333333333331,1.1870786516853935,1.099760574621167,1.0156500802568431,0.9460272873193428,0.8839851024207053,0.8283392585067392,0.752783452502703,0.7439373492006257,
Metro Daily Hong Kong《都市日報》,0.0,21.815151515151516,19.331818181818182,17.25933734939759,15.936746987951807,14.835452961673527,13.772619047631565,13.310965690633413,12.699218750003533,12.209357728226916,11.628352272726232,11.871958041960731,
果籽,0.0,21.484375,22.738235294117647,22.569169960474316,21.611553784860565,21.347865680138984,20.78435169248422,20.21297093134166,19.693708165991715,19.09333333333337,18.623481781381873,18.144353580302823,
晴報 Sky Post,0.0,15.686006825938566,15.234745762711864,14.228938356164376,13.48493150684932,12.602690802349759,11.901600985219291,10.806588669953916,10.601997716896177,10.23827586206695,9.825684177413118,9.64360153465094,
信報手筆 hkej.com,0.0,0.8656716417910447,0.7425373134328358,0.6707692307692308,0.6340909090909089,0.606926406926591,0.5565476190477877,0.510010822510762,0.4770202020202741,0.45216783216789064,0.43419580419579384,0.4219023164332313,
明周文化 Ming Pao Weekly,0.0,2.7523364485981308,2.4693396226415096,2.403333333333334,2.2854368932038844,2.2564560439558643,2.1835991678226216,2.098474341192076,1.9928921568629114,1.908741258740939,1.8313374125874229,1.7582201452396535,
Lifestyle Journal 優雅生活,0.0,0.6144859813084113,0.5799763033175356,0.49461259079902964,0.44501800720288487,0.41537966537947674,0.38090092724977165,0.3576819111697883,0.3362482066450955,0.319488974162342,0.3001340789417666,0.29316575233780096,
港股360 stock360.hkej.com,0.0,0.07456140350877193,0.07964601769911504,0.07345132743362831,0.06725663716814159,0.059671302149123896,0.056257901390663716,0.05162241887901239,0.04778761061953364,0.045642263341407086,0.04300080450525928,0.041926541926536935,
明報副刊,0.0,1.0588235294117647,1.0282837967401726,0.9836773883821452,0.9663035584604474,0.9296282842953443,0.9128599325246001,0.86380608217419,0.8339009343038978,0.8112659242428256,0.7587695567511239,0.7258377235950003,
明報突發組,0.0,1.696551724137931,1.4827586206896552,1.3454861111111114,1.2602112676056334,1.1802579365080343,1.1025545634919864,1.0674189814814667,1.0386574074074686,1.0077020202022064,0.9775288092189998,0.9565168873678178,
星期日生活 Sunday Mingpao,0.0,2.9473684210526314,2.8157894736842106,2.940789473684211,2.8121621621621626,2.6911196911178656,2.6056949806964056,2.4723294723288998,2.3353603603589104,2.227671451355421,2.1680622009573867,2.107304857304462,
信報教育,0.0,0.5588235294117647,0.41911764705882354,0.4470588235294118,0.46911764705882364,0.42941176470582354,0.39758403361341177,0.3732492997198794,0.3585784313725618,0.3475935828876824,0.3431818181818441,0.3431871159144909,
明報體育,0.0,4.544910179640719,3.8855421686746987,3.562574850299401,3.2521084337349393,3.058268398268171,2.880303030303079,2.735977212970668,2.596376811594241,2.4432472876912517,2.319023569023885,2.0710299634131393,
信報通識 iknow.hkej.com,0.0,1.0,0.8666666666666667,0.6133333333333334,0.5066666666666667,0.4704761904763332,0.4142857142856,0.3730158730158667,0.34444444444446665,0.32929292929291337,0.32012987012958577,0.30969030969057865,
商台新聞,0.0,2.3815789473684212,1.5921052631578947,1.2565789473684208,1.130263157894737,1.026691729322789,0.923402255639158,0.8626253132827948,0.8127192982454051,0.7702551834130448,0.7187960687962485,0.6785579285576945,
新聞刺針,0.0,27.90909090909091,26.75,25.563636363636363,24.768181818181816,24.09350649351909,23.754870129876362,22.944805194803635,21.99772727274,21.28016528924727,20.54958677686727,19.84297520661,
信報財經月刊,0.0,2.8958333333333335,3.0,3.260416666666668,3.1312499999999996,3.0041666666676665,2.8958333333348754,2.7777777777777914,2.636111111110958,2.5247474747489584,2.394696969697271,2.2716346153849876,
